estimating workload which taked just one millsecond 
end estimation
0	7	1
0	9	2
0	11	3
0	12	4
0	14	5
0	15	6
0	17	7
0	18	8
0	19	9
0	21	10
0	23	11
0	24	12
0	26	13
0	27	14
0	29	15
0	30	16
0	32	17
0	33	18
0	35	19
0	37	20
0	38	21
0	40	22
0	41	23
0	43	24
0	44	25
0	46	26
0	48	27
0	49	28
0	51	29
0	53	30
0	54	31
0	56	32
0	57	33
0	59	34
0	60	35
0	62	36
0	63	37
0	65	38
0	66	39
0	68	40
0	69	41
0	71	42
0	72	43
0	74	44
0	76	45
0	77	46
0	79	47
0	80	48
0	82	49
0	84	50
0	85	51
0	87	52
0	89	53
0	90	54
0	92	55
0	93	56
0	95	57
0	97	58
0	98	59
0	100	60
0	101	61
0	103	62
0	105	63
0	106	64
0	108	65
0	109	66
0	111	67
0	112	68
0	114	69
0	115	70
0	116	71
0	118	72
0	120	73
0	121	74
0	122	75
0	124	76
0	125	77
0	127	78
0	128	79
0	130	80
0	131	81
0	133	82
0	134	83
0	136	84
0	137	85
0	139	86
0	140	87
0	142	88
0	144	89
0	145	90
0	147	91
0	148	92
0	150	93
0	152	94
0	153	95
0	155	96
0	157	97
0	158	98
0	160	99
0	161	100
1	2	1
1	3	2
1	5	3
1	10	4
1	12	5
1	13	6
1	15	7
1	16	8
1	18	9
1	19	10
1	21	11
1	22	12
1	24	13
1	25	14
1	27	15
1	29	16
1	30	17
1	32	18
1	33	19
1	35	20
1	37	21
1	38	22
1	40	23
1	41	24
1	43	25
1	44	26
1	46	27
1	48	28
1	49	29
1	51	30
1	52	31
1	54	32
1	56	33
1	58	34
1	59	35
1	61	36
1	62	37
1	64	38
1	66	39
1	67	40
1	69	41
1	71	42
1	72	43
1	74	44
1	76	45
1	77	46
1	79	47
1	80	48
1	82	49
1	84	50
1	86	51
1	87	52
1	89	53
1	90	54
1	92	55
1	93	56
1	95	57
1	97	58
1	98	59
1	100	60
1	102	61
1	103	62
1	105	63
1	106	64
1	108	65
1	109	66
1	111	67
1	112	68
1	114	69
1	116	70
1	117	71
1	119	72
1	120	73
1	122	74
1	123	75
1	125	76
1	127	77
1	128	78
1	130	79
1	131	80
1	133	81
1	134	82
1	136	83
1	137	84
1	139	85
1	141	86
1	142	87
1	144	88
1	145	89
1	147	90
1	148	91
1	150	92
1	152	93
1	153	94
1	155	95
1	157	96
1	158	97
1	160	98
1	161	99
1	165	100
