0	1	1
0	3	2
0	5	3
0	6	4
0	8	5
0	9	6
0	10	7
0	11	8
0	13	9
0	14	10
0	16	11
0	17	12
0	18	13
0	19	14
0	21	15
0	23	16
0	24	17
0	25	18
0	27	19
0	28	20
0	30	21
0	31	22
0	32	23
0	34	24
0	35	25
0	36	26
0	38	27
0	39	28
0	41	29
0	42	30
0	43	31
0	45	32
0	46	33
0	48	34
0	49	35
0	50	36
0	51	37
0	53	38
0	55	39
0	56	40
0	57	41
0	58	42
0	60	43
0	61	44
0	62	45
0	64	46
0	65	47
0	66	48
0	68	49
0	69	50
0	70	51
0	72	52
0	73	53
0	75	54
0	76	55
0	77	56
0	79	57
0	80	58
0	82	59
0	83	60
0	84	61
0	86	62
0	87	63
0	89	64
0	90	65
0	92	66
0	93	67
0	94	68
0	96	69
0	97	70
0	99	71
0	100	72
0	102	73
0	103	74
0	105	75
0	106	76
0	108	77
0	109	78
0	110	79
0	112	80
0	113	81
0	115	82
0	116	83
0	117	84
0	119	85
0	120	86
0	122	87
0	123	88
0	125	89
0	126	90
0	127	91
0	129	92
0	131	93
0	132	94
0	133	95
0	134	96
0	136	97
0	137	98
0	139	99
0	140	100
